,tech,tech,tech,tech,finance,finance,finance,finance,pharma,pharma,pharma,pharma,food,food,food,food,education,education,education,education,energy,energy,energy,energy
,MSFT,GOOGL,META,NVDA,JPM,BAC,MA,V,JNJ,PFE,MRK,AZN,YUM,MCD,SBUX,DPZ,UDMY,DUOL,COUR,CHGG,XOM,CVX,SHEL,NEE
Date,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-28,36.27000045776367,28.10335350036621,55.13999938964844,0.39024999737739563,55.7400016784668,16.729999542236328,78.83000183105469,55.2400016784668,90.0999984741211,28.861480712890625,50.4484748840332,32.04499816894531,49.029476165771484,94.18000030517578,36.94499969482422,69.86000061035156,,,,6.980000019073486,95.6500015258789,116.83999633789062,70.54000091552734,22.19499969482422
2014-01-29,36.65999984741211,27.700700759887695,53.529998779296875,0.3865000009536743,55.529998779296875,16.68000030517578,77.69999694824219,54.279998779296875,88.9000015258789,28.56736183166504,49.818702697753906,31.729999542236328,47.81452178955078,93.1500015258789,35.779998779296875,68.69999694824219,,,,6.739999771118164,95.11000061035156,116.0,70.5,22.1924991607666
2014-01-30,36.86000061035156,28.413162231445312,61.08000183105469,0.3930000066757202,56.0,16.93000030517578,79.76000213623047,55.220001220703125,89.5,29.24098777770996,51.05915832519531,32.02000045776367,47.87922286987305,93.80000305175781,35.95500183105469,69.56999969482422,,,,6.75,93.98999786376953,116.44999694824219,71.3499984741211,22.739999771118164
2014-01-31,37.84000015258789,29.553804397583008,62.56999969482422,0.39250001311302185,55.36000061035156,16.75,75.68000030517578,53.85749816894531,88.47000122070312,28.842504501342773,50.54389190673828,31.75,48.27462387084961,94.16999816894531,35.560001373291016,70.61000061035156,,,,6.670000076293945,92.16000366210938,111.62999725341797,69.0999984741211,22.982500076293945
2014-02-03,36.47999954223633,28.36411476135254,61.47999954223633,0.38725000619888306,54.310001373291016,16.350000381469727,73.91000366210938,53.36750030517578,86.77999877929688,29.032257080078125,49.69465637207031,31.3700008392334,47.562904357910156,93.0199966430664,34.48500061035156,67.58000183105469,,,,6.900000095367432,90.05000305175781,111.13999938964844,67.80999755859375,22.80500030517578
2014-02-04,36.349998474121094,28.48248291015625,62.75,0.3894999921321869,54.95000076293945,16.350000381469727,73.12000274658203,53.6349983215332,86.62000274658203,29.829221725463867,51.05915832519531,31.489999771118164,51.80445861816406,93.08999633789062,35.32500076293945,68.30000305175781,,,,6.869999885559082,90.0199966430664,110.83000183105469,67.86000061035156,22.53499984741211
2014-02-05,35.81999969482422,28.60860824584961,62.189998626708984,0.38600000739097595,55.209999084472656,16.399999618530273,72.83999633789062,53.90250015258789,87.27999877929688,29.079696655273438,51.078243255615234,31.75,50.71171951293945,93.58000183105469,35.244998931884766,67.16999816894531,,,,6.860000133514404,89.58000183105469,109.5199966430664,68.12999725341797,22.34000015258789
2014-02-06,36.18000030517578,29.02802848815918,62.15999984741211,0.39100000262260437,56.47999954223633,16.690000534057617,74.9000015258789,54.752498626708984,88.75,29.25996208190918,51.3072509765625,31.299999237060547,51.16463088989258,94.94000244140625,36.18000030517578,67.66000366210938,,,,6.920000076293945,89.80000305175781,111.2699966430664,68.77999877929688,22.44499969482422
2014-02-07,36.560001373291016,29.465465545654297,64.31999969482422,0.39675000309944153,56.619998931884766,16.81999969482422,76.30999755859375,55.44499969482422,90.04000091552734,29.620492935180664,52.261451721191406,31.8799991607666,51.56721878051758,95.91999816894531,37.02000045776367,69.5,,,,7.119999885559082,90.58000183105469,112.05000305175781,69.20999908447266,22.65250015258789
2014-02-10,36.79999923706055,29.352603912353516,63.54999923706055,0.39800000190734863,56.7400016784668,16.719999313354492,76.3499984741211,55.13750076293945,91.06999969482422,29.857685089111328,52.375953674316406,32.20500183105469,52.30769348144531,94.86000061035156,37.400001525878906,69.87999725341797,,,,7.21999979019165,89.5199966430664,111.69000244140625,69.12000274658203,22.834999084472656
2014-02-11,37.16999816894531,29.784284591674805,64.8499984741211,0.40625,57.43000030517578,16.8799991607666,76.19000244140625,55.58250045776367,92.97000122070312,30.246679306030273,53.14885330200195,32.72999954223633,52.631202697753906,95.33999633789062,37.25,70.45999908447266,,,,7.380000114440918,90.83999633789062,113.58000183105469,70.69999694824219,22.9950008392334
2014-02-12,37.470001220703125,29.69694709777832,64.44999694824219,0.4207499921321869,57.52000045776367,16.75,75.97000122070312,56.04249954223633,92.41999816894531,29.99051284790039,52.48091506958008,33.150001525878906,52.84687423706055,94.88999938964844,36.95500183105469,70.80999755859375,,,,7.46999979019165,91.08000183105469,112.02999877929688,70.2300033569336,23.049999237060547
2014-02-13,37.61000061035156,30.027528762817383,67.33000183105469,0.4339999854564667,58.029998779296875,16.75,76.52999877929688,56.01250076293945,92.55999755859375,30.07590103149414,52.57633590698242,33.76499938964844,53.069732666015625,95.45999908447266,37.345001220703125,71.80000305175781,,,,7.940000057220459,91.43000030517578,112.51000213623047,71.1500015258789,23.212499618530273
2014-02-14,37.619998931884766,30.100099563598633,67.08999633789062,0.4477500021457672,58.150001525878906,16.700000762939453,77.38999938964844,56.5,92.76000213623047,30.303604125976562,52.90076446533203,33.70000076293945,52.782169342041016,95.77999877929688,37.51499938964844,72.18000030517578,,,,6.170000076293945,94.11000061035156,113.4800033569336,71.58999633789062,23.3174991607666
2014-02-18,37.41999816894531,30.30230140686035,67.30000305175781,0.44749999046325684,58.4900016784668,16.469999313354492,77.48999786376953,56.51499938964844,92.16999816894531,30.246679306030273,53.139312744140625,34.07500076293945,52.652767181396484,96.0199966430664,36.98500061035156,72.05999755859375,,,,6.449999809265137,94.06999969482422,112.70999908447266,72.52999877929688,23.337499618530273
2014-02-19,37.5099983215332,30.08858871459961,68.05999755859375,0.45350000262260437,57.2599983215332,16.200000762939453,76.6500015258789,55.970001220703125,91.63999938964844,29.867172241210938,52.51908493041992,32.88999938964844,52.350826263427734,95.55000305175781,36.65999984741211,71.83999633789062,,,,6.46999979019165,93.94999694824219,113.5999984741211,72.30000305175781,23.110000610351562
2014-02-20,37.75,30.132883071899414,69.62999725341797,0.46950000524520874,57.58000183105469,16.299999237060547,75.86000061035156,55.8650016784668,92.37999725341797,29.93358612060547,53.25381851196289,33.310001373291016,52.465850830078125,95.75,36.775001525878906,72.26000213623047,,,,6.559999942779541,95.37000274658203,114.5999984741211,73.33999633789062,23.112499237060547
2014-02-21,37.97999954223633,30.124874114990234,68.58999633789062,0.4659999907016754,57.61000061035156,16.290000915527344,75.69999694824219,55.84000015258789,91.5199966430664,29.84819793701172,53.463741302490234,33.30500030517578,52.37239456176758,96.44999694824219,36.279998779296875,73.25,,,,6.400000095367432,95.02999877929688,112.68000030517578,73.47000122070312,23.139999389648438
2014-02-24,37.689998626708984,30.343093872070312,70.77999877929688,0.4727500081062317,58.029998779296875,16.530000686645508,75.95999908447266,56.54750061035156,91.11000061035156,30.351043701171875,53.606868743896484,34.025001525878906,52.45866394042969,96.5,36.279998779296875,74.69000244140625,,,,6.559999942779541,96.44000244140625,114.1500015258789,73.97000122070312,22.94499969482422
